Cliente/Fornec,Descrição,Espessura,Largura,Compr,Potencial/consumo/mês-Kg,Tipo Material,Família Produto,E-mail,Contato,Fone,e-mail,Representante,Número de Faturamentos - No ANO,Peso Acumulado Faturado - No ANO,Peso Médio Mensal Faturado - No ANO,Dias s/ Compra,Situação, Cliente Prioritário, Preço Médio , Potencial Financeiro, Potencial de Comissão,12/19/2023,2023,12
LUPEME,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,52.00,,500,TFQ DEC BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUPEME,"TIRA FF BOB 2,65 NBR6658 OL",2.65,66.00,,500,TFF OL BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUPEME,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,32.00,,500,TFQ DEC BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUPEME,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,29.00,,500,TFQ DEC BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUPEME,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,77.00,,500,TFQ DEC BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUPEME,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,46.00,,500,TFQ DEC BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUPEME,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,112.00,,500,TFQ DEC BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUPEME,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,124.00,,500,TFQ DEC BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUPEME,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,66.00,,500,TFQ DEC BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUPEME,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,39.00,,500,TFQ DEC BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUPEME,"TIRA FQ DEC BOB 3,00 NBR6658 OL",3,42.00,,500,TFQ DEC BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUPEME,"TIRA FQ DEC BOB 3,00 NBR6658 OL",3,50.00,,500,TFQ DEC BOB,FITA,lupeme@lupeme.com.br,,3211-2736 ,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
LUZI,"TIRA FF BOB 1,20 NBR5915 EEP OL",1.2,55.00,,"1,000",TFF OL BOB,FITA,,,3225-6544,, JOCIARA,  -   ,  -   ,  -   ,"3,135",Inativo,, - , -, -,,,
MA ACESS,"TIRA FF BOB 0,90 NBR6658 OL",0.9,203.00,,"1,000",TFF OL BOB,FITA,ma.marcos@terra.com.br,MARCOS,3229-0606,, MACIEL,  -   ,  -   ,  -   ,"3,471",Inativo, sim, - , -, -,,,
MA ACESS,"TIRA FF BOB 0,90 NBR6658 OL",0.9,120.00,,"1,000",TFF OL BOB,FITA,ma.marcos@terra.com.br,MARCOS,3229-0606,, MACIEL,  -   ,  -   ,  -   ,"3,471",Inativo, sim, - , -, -,,,
MA ACESS,"TIRA FF BOB 1,20 NBR6658 OL",1.2,62.00,,"1,000",TFF OL BOB,FITA,ma.marcos@terra.com.br,MARCOS,3229-0606,, MACIEL,  -   ,  -   ,  -   ,"3,471",Inativo, sim, - , -, -,,,
MA ACESS,"TIRA FF BOB 1,20 NBR6658 OL",1.2,439.00,,"1,000",TFF OL BOB,FITA,ma.marcos@terra.com.br,MARCOS,3229-0606,, MACIEL,  -   ,  -   ,  -   ,"3,471",Inativo, sim, - , -, -,,,
MA ACESS,"TIRA FF BOB 1,20 NBR6658 OL",1.2,194.00,,"1,000",TFF OL BOB,FITA,ma.marcos@terra.com.br,MARCOS,3229-0606,, MACIEL,  -   ,  -   ,  -   ,"3,471",Inativo, sim, - , -, -,,,
MA ACESS,"TIRA FF BOB 1,20 NBR6658 OL",1.2,190.00,,"1,000",TFF OL BOB,FITA,ma.marcos@terra.com.br,MARCOS,3229-0606,, MACIEL,  -   ,  -   ,  -   ,"3,471",Inativo, sim, - , -, -,,,
MA ACESS,"TIRA FF BOB 1,50 SAE1006 OL",1.5,124.00,,"1,000",TFF OL BOB,FITA,ma.marcos@terra.com.br,MARCOS,3229-0606,, MACIEL,  -   ,  -   ,  -   ,"3,471",Inativo, sim, - , -, -,,,
MACEDO BIOND,,,,,,,,,,,, MACIEL,  -   ,  -   ,  -   ,"5,157",Inativo,, - , -, -,,,
MAGNU,"CHAPA FQ 3,00 NBR6658",3,"1,200.00",3000,"2,000",CFQ ,CHAPA,#N/A,#N/A,#N/A,#N/A,#N/A,  -   ,  -   ,  -   ,#N/A,#N/A,#N/A, - , -, -,,,
MAGNU,"CHAPA FQ 4,25 NBR6658",4.25,"1,200.00",3000,"2,000",CFQ ,CHAPA,#N/A,#N/A,#N/A,#N/A,#N/A,  -   ,  -   ,  -   ,#N/A,#N/A,#N/A, - , -, -,,,
MAGNU,"CHAPA FQ 4,75 SAC 350",4.75,"1,200.00",3000,"5,000",CFQ ,CHAPA,#N/A,#N/A,#N/A,#N/A,#N/A,  -   ,  -   ,  -   ,#N/A,#N/A,#N/A, - , -, -,,,
MAQENGE,"CHAPA FF 0,60 NBR6658 OL",0.6,"1,200.00",3000,"1,000",CFF OL ,CHAPA,compras@maqenge.com.br,MIRIAM,3535-3050,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo,, - , -, -,,,
MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL",0.6,213.00,,"7,500",TFF OL BOB,FITA,compras@maqenge.com.br,MIRIAM,3535-3050,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo,, - , -, -,,,
MAQENGE,"TIRA FF BOB 0,60 NBR6658 OL",0.6,354.00,,"3,600",TFF OL BOB,FITA,compras@maqenge.com.br,MIRIAM,3535-3050,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo,, - , -, -,,,
MAVE,"TIRA FF BOB 1,90 NBR6658 OL",1.9,15.00,,500,TFF OL BOB,FITA,mave@mavecomponentes.com.br,MARCOS,3238-2221,, MACIEL,  -   ,  -   ,  -   ,"4,488",Inativo,, - , -, -,,,
MAVE,"TIRA FF BOB 1,50 NBR6658 OL",1.5,50.00,,500,TFF OL BOB,FITA,mave@mavecomponentes.com.br,MARCOS,3238-2221,, MACIEL,  -   ,  -   ,  -   ,"4,488",Inativo,, - , -, -,,,
MET COSBI,"TIRA ZC BOB 1,55 NBR7008 ZC CR NO REV Z2",1.55,73.50,,"1,000",TZC BOB,FITA,comercialcosbi@ig.com.br,IVANIR,3025-3912/9983-1232,, JOCIARA,  -   ,  -   ,  -   ,"2,849",Inativo,, - , -, -,,,
MET COSBI,"TIRA ZC BOB 1,55 NBR7008 ZC CR NO REV Z2",1.55,63.50,,"1,000",TZC BOB,FITA,comercialcosbi@ig.com.br,IVANIR,3025-3912/9983-1232,, JOCIARA,  -   ,  -   ,  -   ,"2,849",Inativo,, - , -, -,,,
MET COSBI,"TIRA ZC BOB 1,55 NBR7008 ZC CR NO REV Z2",1.55,57.50,,"1,000",TZC BOB,FITA,comercialcosbi@ig.com.br,IVANIR,3025-3912/9983-1232,, JOCIARA,  -   ,  -   ,  -   ,"2,849",Inativo,, - , -, -,,,
MET COSBI,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV B",1.25,36.00,,"1,000",TZC BOB,FITA,comercialcosbi@ig.com.br,IVANIR,3025-3912/9983-1232,, JOCIARA,  -   ,  -   ,  -   ,"2,849",Inativo,, - , -, -,,,
MET CRESPAR,"TIRA FF BOB 0,90 NBR6658 OL",0.9,31.00,,"2,000",TFF OL BOB,FITA,angelo@crespar.com.br,ANGELO,3224-2099,, JOCIARA,  -   ,  -   ,  -   ,"2,892",Inativo,, - , -, -,,,
MET CRESPAR,"TIRA FF BOB 0,90 NBR6658 OL",0.9,38.00,,"2,000",TFF OL BOB,FITA,angelo@crespar.com.br,ANGELO,3224-2099,, JOCIARA,  -   ,  -   ,  -   ,"2,892",Inativo,, - , -, -,,,
MET CRESPAR,"TIRA FF BOB 0,90 NBR6658 OL",0.9,44.00,,"2,000",TFF OL BOB,FITA,angelo@crespar.com.br,ANGELO,3224-2099,, JOCIARA,  -   ,  -   ,  -   ,"2,892",Inativo,, - , -, -,,,
MET CRESPAR,"TIRA FF BOB 0,90 NBR6658 OL",0.9,43.00,,"2,000",TFF OL BOB,FITA,angelo@crespar.com.br,ANGELO,3224-2099,, JOCIARA,  -   ,  -   ,  -   ,"2,892",Inativo,, - , -, -,,,
MET CRESPAR,"TIRA FF BOB 1,20 NBR6658 OL",1.2,53.00,,"2,000",TFF OL BOB,FITA,angelo@crespar.com.br,ANGELO,3224-2099,, JOCIARA,  -   ,  -   ,  -   ,"2,892",Inativo,, - , -, -,,,
MET CRESPAR,"TIRA FF BOB 1,20 NBR6658 OL",1.2,62.00,,"2,000",TFF OL BOB,FITA,angelo@crespar.com.br,ANGELO,3224-2099,, JOCIARA,  -   ,  -   ,  -   ,"2,892",Inativo,, - , -, -,,,
MET MDB LTDA,"CHAPA FQ 4,75 NBR6658",4.75,"1,500.00",3000,"1,000",CFQ ,CHAPA,,,,, MACIEL,  -   ,  -   ,  -   ,"4,949",Inativo,, - , -, -,,,
MET MDB LTDA,"CHAPA FQ 4,75 NBR6658",4.75,"1,500.00",3200,"1,000",CFQ ,CHAPA,,,,, MACIEL,  -   ,  -   ,  -   ,"4,949",Inativo,, - , -, -,,,
MET METALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL",0.35,84.00,,"4,000",TIRA REL,RELAMINADO,ivandra@metalcin.com.br,DALCIN/IVANDRA,3204-4600,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
MET METALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL",0.35,48.00,,"4,000",TIRA REL,RELAMINADO,ivandra@metalcin.com.br,DALCIN/IVANDRA,3204-4600,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
MET METALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL",0.35,24.00,,"2,000",TIRA REL,RELAMINADO,ivandra@metalcin.com.br,DALCIN/IVANDRA,3204-4600,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
MET METALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL",0.35,22.00,,"2,000",TIRA REL,RELAMINADO,ivandra@metalcin.com.br,DALCIN/IVANDRA,3204-4600,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
MET METALCIN,"TR REL 0,40 BOB NBR5007 G4RL BbOL",0.4,94.00,,"4,000",TIRA REL,RELAMINADO,ivandra@metalcin.com.br,DALCIN/IVANDRA,3204-4600,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
MET METALCIN,"TR REL 0,30 BOB NBR5007 G2L32 BbOL",0.3,69.00,,"4,000",TIRA REL,RELAMINADO,ivandra@metalcin.com.br,DALCIN/IVANDRA,3204-4600,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
MET METALCIN,"TR REL 0,30 BOB NBR5007 G2L32 BbOL",0.3,61.00,,"4,000",TIRA REL,RELAMINADO,ivandra@metalcin.com.br,DALCIN/IVANDRA,3204-4600,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
MET METALCIN,"TR REL 0,30 BOB NBR5007 G2L32 BbOL",0.3,58.00,,"2,000",TIRA REL,RELAMINADO,ivandra@metalcin.com.br,DALCIN/IVANDRA,3204-4600,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
MET METALCIN,"TR REL 0,30 BOB NBR5007 G2L32 BbOL",0.3,31.00,,"2,000",TIRA REL,RELAMINADO,ivandra@metalcin.com.br,DALCIN/IVANDRA,3204-4600,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
MET METALCIN,"TR REL 0,35 BOB NBR5007 G2L32 BbOL",0.35,22.00,,"2,000",TIRA REL,RELAMINADO,ivandra@metalcin.com.br,DALCIN/IVANDRA,3204-4600,, MACIEL,  -   ,  -   ,  -   ,"2,832",Inativo,, - , -, -,,,
MET SALVADOR,"BOB AL/ZN  0,43 ASTM A792 CN C/TQ",0.43,"1,200.00",,"25,000",BOBINA GALVALUME,BOBINA,vendas@metalurgicasalvador.com.br,LUIZ SALVADOR,54-3292-5623,, MACIEL,  -   ,  -   ,  -   ,"6,059",Inativo, sim, - , -, -,,,
MET SALVADOR,"BOB AL/ZN  0,50 ASTM A792 CN C/TQ",0.5,"1,200.00",,"25,000",BOBINA GALVALUME,BOBINA,vendas@metalurgicasalvador.com.br,LUIZ SALVADOR,54-3292-5623,, MACIEL,  -   ,  -   ,  -   ,"6,059",Inativo, sim, - , -, -,,,
MET SISTEM,"CHAPA FF 0,75 NBR6658 OL",0.75,"1,200.00",3000,"1,000",CFF OL ,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA FF 0,90 NBR6658 OL",0.9,"1,200.00",3000,"1,500",CFF OL ,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA ZC 1,25 NBR7008 ZC CR MIN RV Z275",1.25,"1,000.00",2150,500,CZC,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA FF 1,50 NBR6658 OL",1.5,"1,200.00",3000,"1,500",CFF OL ,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA ZC 1,55 NBR7008 ZC EXTRAGAL GI OL",1.55,"1,200.00",2150,500,CZC,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA FF 1,90 NBR6658 OL",1.9,"1,200.00",3000,"1,500",CFF OL ,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA ZC 1,95 NBR7008 ZC CR MIN RV Z275",1.95,"1,200.00",3000,500,CZC,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA FQ 2,00 NBR6658",2,"1,200.00",3000,"1,500",CFQ ,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA FQ DEC 2,65 NBR6658 OL",2.65,"1,200.00",3000,"1,500",CFQ DEC OL,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA FQ DEC 3,00 NBR6658 OL",3,"1,200.00",3000,"1,500",CFQ DEC OL,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA FQ DEC 4,75 NBR6658 OL",4.75,"1,200.00",3000,"1,500",CFQ DEC OL,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA GR LTQ  9,50 NBR 6656 LNE 38",9.5,"1,200.00",3050,"1,000",CG DO LTQ,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
MET SISTEM,"CHAPA GR LTQ 16,00 ASTM A 36",16,"1,500.00",3000,"1,000",CG DO LTQ,CHAPA,engenharia02@metsistem.com.br,MICHEL,3211-1415,, MACIEL,  -   ,  -   ,  -   ,"3,854",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,45 NBR6658 OL",0.45,34.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,45 NBR6658 OL",0.45,28.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,60 NBR6658 OL",0.6,41.50,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,60 NBR6658 OL",0.6,55.50,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,60 NBR6658 OL",0.6,44.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,60 NBR6658 OL",0.6,42.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,60 NBR6658 OL",0.6,23.50,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,60 NBR6658 OL",0.6,28.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,70 NBR6658 OL",0.7,50.50,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,70 NBR6658 OL",0.7,54.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,70 NBR6658 OL",0.7,62.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,70 NBR6658 OL",0.7,68.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,70 NBR6658 OL",0.7,46.50,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,75 NBR6658 OL",0.75,54.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,75 NBR6658 OL",0.75,50.50,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,75 NBR6658 OL",0.75,60.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,75 NBR6658 OL",0.75,46.50,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,75 NBR6658 OL",0.75,49.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,75 NBR6658 OL",0.75,62.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,75 NBR6658 OL",0.75,68.00,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAIS WIZET,"TIRA FF BOB 0,75 NBR6658 OL",0.75,50.80,,500,TFF OL BOB,FITA,elizete.metaiswizeto@terra.com.br,ELIZETE,3283-2017,, JOCIARA,  -   ,  -   ,  -   ,"2,869",Inativo,, - , -, -,,,
METAL CECHINATTO,"CHAPA FQ 2,00 NBR6658",2,"1,200.00",3000,"15,000",CFQ ,CHAPA,#N/A,#N/A,#N/A,#N/A,#N/A,  -   ,  -   ,  -   ,#N/A,#N/A,#N/A, - , -, -,,,
METALBEL,"TIRA FF BOB 0,60 NBR5915 EEP OL",0.6,52.00,,0,TFF OL BOB,FITA,,,,, MACIEL,  -   ,  -   ,  -   ,"4,982",Inativo,, - , -, -,,,
METALBUS,"CHAPA ZC 1,25 NBR7008 ZC CR MIN RV Z275",1.25,"1,200.00",3000,0,CZC,CHAPA,fernanda.bizeski@maxibus.com.br,LUIS MOHR,54-3292-8200,, HAMILTON,  -   ,  -   ,  -   ,sem compra,sem compra,, - , -, -,,,
METALBUS,"CHAPA ZC 1,55 NBR7008 ZC CR MIN RV Z275",1.55,"1,200.00",3000,0,#N/A,#N/A,fernanda.bizeski@maxibus.com.br,LUIS MOHR,54-3292-8200,, HAMILTON,  -   ,  -   ,  -   ,sem compra,sem compra,, - , -, -,,,
METALBUS,"CHAPA ZC 1,95 NBR7008 ZC CR MIN RV Z275",1.95,"1,200.00",3000,0,CZC,CHAPA,fernanda.bizeski@maxibus.com.br,LUIS MOHR,54-3292-8200,, HAMILTON,  -   ,  -   ,  -   ,sem compra,sem compra,, - , -, -,,,
METALBUS,"CHAPA FF 1,90 NBR6658 OL",1.9,"1,200.00",3000,0,CFF OL ,CHAPA,fernanda.bizeski@maxibus.com.br,LUIS MOHR,54-3292-8200,, HAMILTON,  -   ,  -   ,  -   ,sem compra,sem compra,, - , -, -,,,
METALFORM,"TIRA FF BOB 1,50 NBR6658 OL",1.5,55.00,,500,TFF OL BOB,FITA,metalform@malbanet.com.br,ALMIR,3226-4461,, JOCIARA,  -   ,  -   ,  -   ,"3,682",Inativo,, - , -, -,,,
METALFORM,"TIRA FF BOB 1,50 NBR6658 OL",1.5,100.00,,500,TFF OL BOB,FITA,metalform@malbanet.com.br,ALMIR,3226-4461,, JOCIARA,  -   ,  -   ,  -   ,"3,682",Inativo,, - , -, -,,,
METALFORM,"TIRA FF BOB 1,50 NBR6658 OL",1.5,76.00,,500,TFF OL BOB,FITA,metalform@malbanet.com.br,ALMIR,3226-4461,, JOCIARA,  -   ,  -   ,  -   ,"3,682",Inativo,, - , -, -,,,
METALFORM,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,55.00,,500,TFQ DEC BOB,FITA,metalform@malbanet.com.br,ALMIR,3226-4461,, JOCIARA,  -   ,  -   ,  -   ,"3,682",Inativo,, - , -, -,,,
METALFORM,"TIRA FQ DEC BOB 3,00 NBR6658 OL",3,80.00,,"1,000",TFQ DEC BOB,FITA,metalform@malbanet.com.br,ALMIR,3226-4461,, JOCIARA,  -   ,  -   ,  -   ,"3,682",Inativo,, - , -, -,,,
METALLI ACOS,"CHAPA GR LCG  12,50 SAE 1045",12.5,"2,000.00",1500,"1,000",CG DO LCG,CHAPA,qualidade@metalliacosespeciais.com.br,MAICON,3217-4313,, JOCIARA,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
METALLI ACOS,"CHAPA GR LCG  12,50 SAE 1045",12.5,"2,000.00",1000,"1,000",CG DO LCG,CHAPA,qualidade@metalliacosespeciais.com.br,MAICON,3217-4313,, JOCIARA,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
METALLI ACOS,"CHAPA GR LTQ 19,00 SAE1045",19,"1,500.00",3000,"2,000",CG DO LTQ,CHAPA,qualidade@metalliacosespeciais.com.br,MAICON,3217-4313,, JOCIARA,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
METALLI ACOS,"CHAPA GR LCG  19,00 SAE 1045",19,"2,000.00",1500,"2,000",CG DO LCG,CHAPA,qualidade@metalliacosespeciais.com.br,MAICON,3217-4313,, JOCIARA,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
METALLI ACOS,"CHAPA GR LCG  22,40 SAE 1045",22.4,"2,440.00",1000,"5,000",CG DO LCG,CHAPA,qualidade@metalliacosespeciais.com.br,MAICON,3217-4313,, JOCIARA,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
METALLI ACOS,"CHAPA GR LCG  31,50 SAE 1045",31.5,"2,000.00",1000,"5,000",CG DO LCG,CHAPA,qualidade@metalliacosespeciais.com.br,MAICON,3217-4313,, JOCIARA,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
METALLI ACOS,"CHAPA GR LCG  37,50 SAE 1045",37.5,"2,000.00",1000,"5,000",CG DO LCG,CHAPA,qualidade@metalliacosespeciais.com.br,MAICON,3217-4313,, JOCIARA,  -   ,  -   ,  -   ,"3,613",Inativo,, - , -, -,,,
